4.12296e-09 4.12054e-09 4.15448e-09 4.22568e-09 4.33604e-09 4.48856e-09 4.68746e-09 4.93839e-09 5.24868e-09 5.62771e-09 6.08739e-09 6.64273e-09 7.31274e-09 8.12138e-09 9.09907e-09 1.02844e-08 1.17269e-08 1.34896e-08 1.56544e-08 1.83269e-08 2.1645e-08 2.57895e-08 3.0999e-08 3.75896e-08 4.59838e-08 5.67492e-08 7.06531e-08 8.874e-08 1.12441e-07 1.4373e-07 1.85348e-07 2.41126e-07 
4.01099e-07 4.00864e-07 4.04165e-07 4.11092e-07 4.21828e-07 4.36666e-07 4.56016e-07 4.80427e-07 5.10614e-07 5.47488e-07 5.92207e-07 6.46233e-07 7.11414e-07 7.90082e-07 8.85196e-07 1.00051e-06 1.14084e-06 1.31233e-06 1.52292e-06 1.78291e-06 2.10572e-06 2.50892e-06 3.01571e-06 3.65687e-06 4.4735e-06 5.5208e-06 6.87343e-06 8.633e-06 1.09387e-05 1.39827e-05 1.80314e-05 2.34578e-05 
2.11944e-05 2.1182e-05 2.13565e-05 2.17225e-05 2.22898e-05 2.30738e-05 2.40963e-05 2.53862e-05 2.69813e-05 2.89297e-05 3.12927e-05 3.41475e-05 3.75917e-05 4.17486e-05 4.67745e-05 5.28681e-05 6.0283e-05 6.93446e-05 8.04726e-05 9.42107e-05 0.000111268 0.000132573 0.000159353 0.000193232 0.000236384 0.000291724 0.000363198 0.000456176 0.000578013 0.000738857 0.000952796 0.00123953 
0.000608302 0.000607945 0.000612953 0.000623457 0.00063974 0.000662242 0.000691588 0.000728611 0.000774391 0.000830314 0.000898134 0.00098007 0.00107892 0.00119823 0.00134248 0.00151737 0.00173018 0.00199026 0.00230965 0.00270395 0.0031935 0.00380499 0.00457359 0.00554597 0.00678446 0.00837278 0.0104242 0.0130927 0.0165896 0.021206 0.0273463 0.0355758 
0.00948297 0.00947741 0.00955548 0.00971923 0.00997307 0.0103239 0.0107813 0.0113585 0.0120722 0.012944 0.0140012 0.0152786 0.0168196 0.0186795 0.0209282 0.0236547 0.0269723 0.0310267 0.0360057 0.0421525 0.0497843 0.059317 0.0712989 0.0864576 0.105765 0.130525 0.162505 0.204106 0.258619 0.330585 0.426308 0.5546 
0.0802967 0.0802496 0.0809106 0.0822972 0.0844465 0.0874169 0.0912906 0.0961776 0.102221 0.109603 0.118555 0.129371 0.142419 0.158168 0.177209 0.200295 0.228387 0.262718 0.304877 0.356925 0.421547 0.502264 0.60372 0.732076 0.895558 1.10522 1.376 1.72826 2.18985 2.79922 3.60974 4.69605 
0.369299 0.369083 0.372123 0.3785 0.388385 0.402047 0.419862 0.442339 0.470132 0.504082 0.545256 0.594999 0.655012 0.727444 0.815017 0.921193 1.05039 1.20829 1.40218 1.64156 1.93877 2.31001 2.77662 3.36695 4.11883 5.0831 6.3285 7.94857 10.0715 12.8741 16.6019 21.598 
0.922543 0.922003 0.929597 0.945528 0.970222 1.00435 1.04886 1.105 1.17443 1.25924 1.3621 1.48636 1.63628 1.81722 2.03599 2.30122 2.62398 3.01841 3.50279 4.10077 4.84323 5.77061 6.93625 8.41096 10.2892 12.6981 15.8092 19.8563 25.1596 32.1607 41.473 53.9538 
1.25177 1.25103 1.26134 1.28295 1.31646 1.36276 1.42315 1.49934 1.59354 1.70862 1.84818 2.01679 2.22021 2.46572 2.76256 3.12245 3.56038 4.09557 4.7528 5.56419 6.5716 7.82993 9.41155 11.4125 13.9611 17.2295 21.4509 26.9422 34.1381 43.6377 56.2732 73.208 
0.922543 0.922003 0.929597 0.945528 0.970222 1.00435 1.04886 1.105 1.17443 1.25924 1.3621 1.48636 1.63628 1.81722 2.03599 2.30122 2.62398 3.01841 3.50279 4.10077 4.84323 5.77061 6.93625 8.41096 10.2892 12.6981 15.8092 19.8563 25.1596 32.1607 41.473 53.9538 
